Protocol,Flow.Duration,Tot.Fwd.Pkts,Tot.Bwd.Pkts,TotLen.Bwd.Pkts,Fwd.Pkt.Len.Max,Bwd.Pkt.Len.Min,Flow.Byts.s,Flow.Pkts.s,Flow.IAT.Mean,Fwd.IAT.Std,Bwd.IAT.Tot,Bwd.IAT.Std,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Bwd.Pkts.s,Pkt.Len.Mean,Pkt.Len.Var,FIN.Flag.Cnt,SYN.Flag.Cnt,RST.Flag.Cnt,PSH.Flag.Cnt,URG.Flag.Cnt,CWR.Flag.Count,Down.Up.Ratio,Fwd.Byts.b.Avg,Fwd.Pkts.b.Avg,Fwd.Blk.Rate.Avg,Bwd.Byts.b.Avg,Bwd.Pkts.b.Avg,Fwd.Act.Data.Pkts,Fwd.Seg.Size.Min,Active.Mean,Active.Std,Idle.Mean,Label
6,1732,5,2,309,935,0,718244.8037,4041.570439,288.6666667,695.9731796,1150,0.0,1150,0,0,0,0,1154.734411,155.5,110894.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1216,5,2,273,935,0,993421.0526,5756.578947,202.6666667,454.0469873,646,0.0,646,0,0,0,0,1644.736842,151.0,109478.0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,8778,5,2,324,935,0,143426.7487,797.4481659,1463.0,4099.288434,8070,0.0,8070,0,0,0,0,227.8423331,157.375,111580.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1075,5,2,261,935,0,1112558.14,6511.627907,179.1666667,387.2633686,544,0.0,544,0,0,0,0,1860.465116,149.5,109077.7143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1227,5,2,309,935,0,1013854.931,5704.971475,204.5,450.0891578,657,0.0,657,0,0,0,0,1629.99185,155.5,110894.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,7418,5,2,266,935,0,161903.478,943.6505797,1236.333333,3221.476318,6324,0.0,6324,0,0,0,0,269.6144513,150.125,109240.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1465,5,2,268,935,0,821160.4096,4778.156997,244.1666667,409.138424,462,0.0,462,0,0,0,0,1365.187713,150.375,109306.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1383,5,2,314,935,0,903109.1829,5061.460593,230.5,545.6112016,786,0.0,786,0,0,0,0,1446.131598,156.125,111117.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1453,5,2,333,935,0,872677.2195,4817.61872,242.1666667,509.9910947,761,0.0,761,0,0,0,0,1376.462491,158.5,112019.4286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1205,5,2,333,935,0,1052282.158,5809.128631,200.8333333,454.6686522,689,0.0,689,0,0,0,0,1659.751037,158.5,112019.4286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,15774,5,2,249,935,0,75060.22569,443.7682262,2629.0,7716.299998,15106,0.0,15106,0,0,0,0,126.7909218,148.0,108713.4286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1198,5,2,259,935,0,996661.1018,5843.071786,199.6666667,433.1323893,567,0.0,567,0,0,0,0,1669.449082,149.25,109014.5,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,2535,5,2,250,935,0,467455.6213,2761.341223,422.5,1110.646171,2000,0.0,2000,0,0,0,0,788.9546351,148.125,108742.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1317,5,2,314,935,0,948367.5019,5315.110099,219.5,480.0703941,674,0.0,674,0,0,0,0,1518.602885,156.125,111117.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,18667,5,2,291,935,0,65677.39862,374.9933037,3111.166667,9044.566486,17941,0.0,17941,0,0,0,0,107.1409439,153.25,110145.9286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1494,5,2,334,935,0,849397.5904,4685.4083,249.0,547.1687735,868,0.0,868,0,0,0,0,1338.688086,158.625,112069.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1273,5,2,276,935,0,951296.1508,5498.821681,212.1666667,480.7358076,709,0.0,709,0,0,0,0,1571.091909,151.375,109583.6964,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,16081,5,2,266,935,0,74684.41017,435.2963124,2680.166667,7873.037337,15546,0.0,15546,0,0,0,0,124.370375,150.125,109240.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,8007,5,2,261,935,0,149369.3019,874.2350443,1334.5,3855.724608,7415,0.0,7415,0,0,0,0,249.7814412,149.5,109077.7143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1076,5,2,268,935,0,1118029.74,6505.576208,179.3333333,392.415596,565,0.0,565,0,0,0,0,1858.736059,150.375,109306.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1135,5,2,341,935,0,1124229.075,6167.400881,189.1666667,400.9458609,554,0.0,554,0,0,0,0,1762.114537,159.5,112426.2857,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1385,5,2,249,935,0,854873.6462,5054.151625,230.8333333,547.3904,870,0.0,870,0,0,0,0,1444.043321,148.0,108713.4286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1131,5,2,323,935,0,1112290.009,6189.213086,188.5,419.7462527,605,0.0,605,0,0,0,0,1768.346596,157.25,111533.3571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,16492,5,2,313,935,0,75673.0536,424.4482173,2748.666667,8075.956951,15952,0.0,15952,0,0,0,0,121.2709192,156.0,111072.2857,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,15912,5,2,315,935,0,78557.06385,439.9195576,2652.0,7756.989493,15327,0.0,15327,0,0,0,0,125.6913022,156.25,111162.5,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1204,5,2,248,935,0,982558.1395,5813.953488,200.6666667,451.7189392,628,0.0,628,0,0,0,0,1661.129568,147.875,108684.6964,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,15254,5,2,250,935,0,77684.54176,458.8960273,2542.333333,7445.505199,14673,0.0,14673,0,0,0,0,131.1131506,148.125,108742.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1104,5,2,342,935,0,1156702.899,6340.57971,184.0,392.7620145,477,0.0,477,0,0,0,0,1811.594203,159.625,112478.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,17650,5,2,324,935,0,71331.44476,396.6005666,2941.666667,8666.11772,17057,0.0,17057,0,0,0,0,113.3144476,157.375,111580.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1377,5,2,325,935,0,915032.6797,5083.514887,229.5,542.5116742,870,0.0,870,0,0,0,0,1452.432825,157.5,111628.5714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,7018,5,2,325,935,0,179538.33,997.4351667,1169.666667,3317.66027,6376,0.0,6376,0,0,0,0,284.9814762,157.5,111628.5714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1164,5,2,365,935,0,1116838.488,6013.745704,194.0,438.8036767,618,0.0,618,0,0,0,0,1718.213058,162.5,113742.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1194,5,2,310,935,0,1042713.568,5862.646566,199.0,431.5433543,601,0.0,601,0,0,0,0,1675.041876,155.625,110938.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1202,5,2,316,935,0,1040765.391,5823.627288,200.3333333,420.3938629,642,0.0,642,0,0,0,0,1663.893511,156.375,111207.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,5056,5,2,349,935,0,253955.6962,1384.493671,842.6666667,2356.772228,4513,0.0,4513,0,0,0,0,395.5696203,160.5,112849.1429,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,16109,5,2,250,935,0,73561.36321,434.5396983,2684.833333,7877.15369,15492,0.0,15492,0,0,0,0,124.1541995,148.125,108742.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1473,5,2,310,935,0,845213.8493,4752.206382,245.5,590.4870165,665,0.0,665,0,0,0,0,1357.773252,155.625,110938.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1344,5,2,315,935,0,930059.5238,5208.333333,224.0,516.0691168,777,0.0,777,0,0,0,0,1488.095238,156.25,111162.5,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1271,5,2,311,935,0,980330.4485,5507.47443,211.8333333,477.3729325,710,0.0,710,0,0,0,0,1573.564123,155.75,110983.0714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1333,5,2,314,935,0,936984.2461,5251.312828,222.1666667,493.9024026,754,0.0,754,0,0,0,0,1500.375094,156.125,111117.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1160,5,2,260,935,0,1030172.414,6034.482759,193.3333333,430.1325377,564,0.0,564,0,0,0,0,1724.137931,149.375,109045.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1197,5,2,274,935,0,1010025.063,5847.953216,199.5,450.7470651,685,0.0,685,0,0,0,0,1670.843776,151.125,109512.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1271,5,2,365,935,0,1022816.68,5507.47443,211.8333333,499.8555625,711,0.0,711,0,0,0,0,1573.564123,162.5,113742.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1186,5,2,261,935,0,1008431.703,5902.192243,197.6666667,445.0771469,584,0.0,584,0,0,0,0,1686.340641,149.5,109077.7143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1356,5,2,259,935,0,880530.9735,5162.241888,226.0,485.9238623,761,0.0,761,0,0,0,0,1474.926254,149.25,109014.5,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1366,5,2,266,935,0,879209.3704,5124.450952,227.6666667,415.3917829,443,0.0,443,0,0,0,0,1464.128843,150.125,109240.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,22776,5,2,300,935,0,54223.74429,307.3410608,3796.0,11082.39207,21988,0.0,21988,0,0,0,0,87.81173165,154.375,110510.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1198,5,2,336,935,0,1060934.891,5843.071786,199.6666667,432.7297078,608,0.0,608,0,0,0,0,1669.449082,158.875,112170.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,2897,5,2,291,935,0,423196.4101,2416.292717,482.8333333,1131.115195,2092,0.0,2092,0,0,0,0,690.3693476,153.25,110145.9286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1392,5,2,316,935,0,898706.8966,5028.735632,232.0,552.3990104,879,0.0,879,0,0,0,0,1436.781609,156.375,111207.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,17983,5,2,309,935,0,69176.44442,389.25652,2997.166667,8808.632523,17365,0.0,17365,0,0,0,0,111.2161486,155.5,110894.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1135,5,2,289,935,0,1078414.097,6167.400881,189.1666667,429.8607333,463,0.0,463,0,0,0,0,1762.114537,153.0,110067.7143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1183,5,2,334,935,0,1072696.534,5917.159763,197.1666667,426.9499385,550,0.0,550,0,0,0,0,1690.617075,158.625,112069.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1479,5,2,268,935,0,813387.4239,4732.927654,246.5,598.5991285,890,0.0,890,0,0,0,0,1352.265044,150.375,109306.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,3714,5,2,288,935,0,329294.5611,1884.760366,619.0,1358.491933,2683,0.0,2683,0,0,0,0,538.5029618,152.875,110028.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1230,5,2,316,935,0,1017073.171,5691.056911,205.0,434.2322727,627,0.0,627,0,0,0,0,1626.01626,156.375,111207.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1354,5,2,323,935,0,929098.966,5169.867061,225.6666667,531.0784625,779,0.0,779,0,0,0,0,1477.104874,157.25,111533.3571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1208,5,2,311,935,0,1031456.954,5794.701987,201.3333333,456.0460503,684,0.0,684,0,0,0,0,1655.629139,155.75,110983.0714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,8078,5,2,247,935,0,146323.3474,866.5511265,1346.333333,3818.77297,7350,0.0,7350,0,0,0,0,247.5860361,147.75,108656.2143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,6653,5,2,308,935,0,186833.0077,1052.156922,1108.833333,3173.663012,6142,0.0,6142,0,0,0,0,300.6162633,155.375,110851.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1652,5,2,339,935,0,771186.4407,4237.288136,275.3333333,641.6567099,1081,0.0,1081,0,0,0,0,1210.653753,159.25,112323.0714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,8403,5,2,299,935,0,146852.3146,833.0358205,1400.5,4039.039108,7821,0.0,7821,0,0,0,0,238.0102344,154.25,110468.7857,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,12901,5,2,272,935,0,93558.63887,542.5935974,2150.166667,6180.039179,12208,0.0,12208,0,0,0,0,155.0267421,150.875,109443.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1175,5,2,273,935,0,1028085.106,5957.446809,195.8333333,425.2633498,643,0.0,643,0,0,0,0,1702.12766,151.0,109478.0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,16276,5,2,276,935,0,74404.03047,430.081101,2712.666667,7973.220387,15755,0.0,15755,0,0,0,0,122.8803146,151.375,109583.6964,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,9648,5,2,268,935,0,124689.0547,725.5389718,1608.0,4649.74795,9075,0.0,9075,0,0,0,0,207.2968491,150.375,109306.8393,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1866,5,2,349,935,0,688102.8939,3751.339764,311.0,528.9325729,745,0.0,745,0,0,0,0,1071.811361,160.5,112849.1429,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1355,5,2,342,935,0,942435.4244,5166.051661,225.8333333,456.3970311,657,0.0,657,0,0,0,0,1476.01476,159.625,112478.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,14607,5,2,309,935,0,85164.64709,479.2222907,2434.5,7121.664945,13960,0.0,13960,0,0,0,0,136.9206545,155.5,110894.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1299,5,2,339,935,0,980754.4265,5388.760585,216.5,480.6733992,688,0.0,688,0,0,0,0,1539.645881,159.25,112323.0714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1221,5,2,313,935,0,1022113.022,5733.005733,203.5,461.0064172,592,0.0,592,0,0,0,0,1638.001638,156.0,111072.2857,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1546,5,2,284,935,0,788486.4166,4527.813713,257.6666667,631.1093408,1017,0.0,1017,0,0,0,0,1293.661061,152.375,109876.5536,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1173,5,2,250,935,0,1010230.179,5967.604433,195.5,428.2463271,565,0.0,565,0,0,0,0,1705.029838,148.125,108742.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1487,5,2,266,935,0,807666.4425,4707.464694,247.8333333,585.9689269,946,0.0,946,0,0,0,0,1344.989913,150.125,109240.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1362,5,2,339,935,0,935389.1336,5139.500734,227.0,496.2213888,741,0.0,741,0,0,0,0,1468.428781,159.25,112323.0714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1201,5,2,314,935,0,1039966.694,5828.47627,200.1666667,437.6812958,627,0.0,627,0,0,0,0,1665.278934,156.125,111117.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1155,5,2,261,935,0,1035497.835,6060.606061,192.5,431.5702917,630,0.0,630,0,0,0,0,1731.601732,149.5,109077.7143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,22577,5,2,273,935,0,53505.78022,310.0500509,3762.833333,10988.17378,21859,0.0,21859,0,0,0,0,88.58572884,151.0,109478.0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,839,5,2,309,935,0,1482717.521,8343.265793,139.8333333,261.0534747,273,0.0,273,0,0,0,0,2383.790226,155.5,110894.8571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,16923,5,2,336,935,0,75104.88684,413.6382438,2820.5,8302.67613,16313,0.0,16313,0,0,0,0,118.1823554,158.875,112170.125,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1368,5,2,272,935,0,882309.9415,5116.959064,228.0,517.7689317,789,0.0,789,0,0,0,0,1461.988304,150.875,109443.2679,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,32300,5,2,249,935,0,36656.34675,216.7182663,5383.333333,15957.07615,31614,0.0,31614,0,0,0,0,61.91950464,148.0,108713.4286,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,877,5,2,261,935,0,1363740.023,7981.755986,146.1666667,238.4804325,169,0.0,169,0,0,0,0,2280.50171,149.5,109077.7143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,3428,5,2,273,935,0,352392.0653,2042.007001,571.3333333,1562.640714,2875,0.0,2875,0,0,0,0,583.4305718,151.0,109478.0,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,35304,5,2,267,935,0,34047.13347,198.2778155,5884.0,16902.754,33799,0.0,33799,0,0,0,0,56.65080444,150.25,109273.3571,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,25313,5,2,284,935,0,48157.07344,276.5377474,4218.833333,12275.05471,24435,0.0,24435,0,0,0,0,79.01078497,152.375,109876.5536,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1298,5,2,334,935,0,977657.9353,5392.912173,216.3333333,495.406567,751,0.0,751,0,0,0,0,1540.832049,158.625,112069.4107,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,16111,5,2,315,935,0,77586.74198,434.4857551,2685.166667,7888.05736,15547,0.0,15547,0,0,0,0,124.1387872,156.25,111162.5,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,15576,5,2,339,935,0,81792.50128,449.4093477,2596.0,7617.337374,15041,0.0,15041,0,0,0,0,128.4026708,159.25,112323.0714,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,15890,5,2,248,935,0,74449.33921,440.5286344,2648.333333,7763.778397,15323,0.0,15323,0,0,0,0,125.8653241,147.875,108684.6964,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1399,5,2,288,935,0,874195.8542,5003.573981,233.1666667,520.7906649,787,0.0,787,0,0,0,0,1429.592566,152.875,110028.9821,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1139,5,2,248,935,0,1038630.378,6145.741879,189.8333333,407.2774443,581,0.0,581,0,0,0,0,1755.926251,147.875,108684.6964,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1142,5,2,299,935,0,1080560.42,6129.597198,190.3333333,422.4235631,535,0.0,535,0,0,0,0,1751.313485,154.25,110468.7857,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1521,5,2,275,935,0,795529.2571,4602.235371,253.5,592.1978132,949,0.0,949,0,0,0,0,1314.924392,151.25,109548.2143,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
6,1313,5,2,315,935,0,952018.2788,5331.302361,218.8333333,489.436666,764,0.0,764,0,0,0,0,1523.229246,156.25,111162.5,0,0,1,1,0,0,0.0,0,0,0,0,0,1,20,0.0,0,0,0
