Protocol,Flow.Duration,Tot.Fwd.Pkts,Tot.Bwd.Pkts,TotLen.Fwd.Pkts,Fwd.Pkt.Len.Min,Fwd.Pkt.Len.Std,Flow.Byts.s,Flow.Pkts.s,Flow.IAT.Mean,Flow.IAT.Std,Fwd.IAT.Min,Bwd.IAT.Tot,Bwd.IAT.Std,Bwd.IAT.Min,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,SYN.Flag.Cnt,RST.Flag.Cnt,URG.Flag.Cnt,CWR.Flag.Count,Fwd.Byts.b.Avg,Fwd.Pkts.b.Avg,Fwd.Blk.Rate.Avg,Bwd.Byts.b.Avg,Bwd.Pkts.b.Avg,Bwd.Blk.Rate.Avg,Subflow.Fwd.Byts,Fwd.Act.Data.Pkts,Fwd.Seg.Size.Min,Active.Std,Active.Min,Idle.Mean,Idle.Std,Label
6,21717,5,2,935,0,418.1447118,57466.5009,322.32813,3619.5,8468.223917,9,20901,0.0,20901,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2025,5,2,935,0,418.1447118,614320.9877,3456.790123,337.5,586.4683282,6,1513,0.0,1513,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17443,5,2,935,0,418.1447118,72120.62145,401.3071146,2907.166667,6863.87268,6,16916,0.0,16916,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,5327,5,2,935,0,418.1447118,236343.1575,1314.060447,887.8333333,1899.347195,4,4757,0.0,4757,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1418,5,2,935,0,418.1447118,864598.0254,4936.530324,236.3333333,318.5113289,3,823,0.0,823,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14780,5,2,935,0,418.1447118,81867.38836,473.6129905,2463.333333,5777.925395,4,14255,0.0,14255,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1451,5,2,935,0,418.1447118,858028.9456,4824.259132,241.8333333,258.1708091,6,380,0.0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
17,116988052,13,0,416,32,0.0,3.555918685,0.111122459,9749004.333,10600000.0,2995918,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,12,8,2231953.482,2995918,16200000.0,12200000.0,0
6,1310,5,2,935,0,418.1447118,922900.7634,5343.51145,218.3333333,277.1394354,3,715,0.0,715,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15668,5,2,935,0,418.1447118,78121.01098,446.7704876,2611.333333,6072.390194,7,15003,0.0,15003,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14807,5,2,935,0,418.1447118,82798.6763,472.7493753,2467.833333,5770.433794,5,14244,0.0,14244,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1132,5,2,935,0,418.1447118,1061837.456,6183.745583,188.6666667,227.1181778,6,579,0.0,579,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1150,5,2,935,0,418.1447118,1066086.957,6086.956522,191.6666667,231.5199056,5,589,0.0,589,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,3399,5,2,935,0,418.1447118,368049.4263,2059.429244,566.5,1049.120346,6,2678,0.0,2678,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1113,5,2,935,0,418.1447118,1108715.184,6289.308176,185.5,244.576164,7,639,0.0,639,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1370,5,2,935,0,418.1447118,876642.3358,5109.489051,228.3333333,305.9814809,3,797,0.0,797,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,4392,5,2,935,0,418.1447118,269581.0565,1593.806922,732.0,1531.257784,6,3848,0.0,3848,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1163,5,2,935,0,418.1447118,1075666.38,6018.916595,193.8333333,234.8058063,7,590,0.0,590,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1490,5,2,935,0,418.1447118,839597.3154,4697.986577,248.3333333,316.3356867,4,817,0.0,817,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14211,5,2,935,0,418.1447118,86060.09429,492.5761734,2368.5,5522.85313,4,13639,0.0,13639,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,37363,5,2,935,0,418.1447118,32813.21093,187.3511228,6227.166667,14726.32579,9,36282,0.0,36282,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,49319,5,2,935,0,418.1447118,25324.92549,141.9331292,8219.833333,19525.58945,14,48072,0.0,48072,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1280,5,2,935,0,418.1447118,995312.5,5468.75,213.3333333,280.1083124,4,730,0.0,730,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1130,5,2,935,0,418.1447118,1046902.655,6194.690265,188.3333333,253.3603494,6,661,0.0,661,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,35408,5,2,935,0,418.1447118,35330.99864,197.6954361,5901.333333,14034.55277,6,34546,0.0,34546,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1093,5,2,935,0,418.1447118,1098810.613,6404.391583,182.1666667,220.2811083,6,557,0.0,557,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1663,5,2,935,0,418.1447118,711365.003,4209.260373,277.1666667,354.2950277,3,909,0.0,909,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1732,5,2,935,0,418.1447118,707852.194,4041.570439,288.6666667,352.946266,5,896,0.0,896,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1192,5,2,935,0,418.1447118,1043624.161,5872.483221,198.6666667,231.5872766,6,595,0.0,595,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,33148,5,2,935,0,418.1447118,36442.62097,211.1741282,5524.666667,13037.07988,5,32131,0.0,32131,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1267,5,2,935,0,418.1447118,985793.2123,5524.861878,211.1666667,284.8082981,6,743,0.0,743,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1333,5,2,935,0,418.1447118,957239.3098,5251.312828,222.1666667,294.9877399,5,767,0.0,767,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,4167,5,2,935,0,418.1447118,305735.5412,1679.865611,694.5,1097.252706,6,335,0.0,335,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1329,5,2,935,0,418.1447118,939804.3642,5267.118134,221.5,296.4737762,5,772,0.0,772,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1355,5,2,935,0,418.1447118,887822.8782,5166.051661,225.8333333,324.4252867,3,845,0.0,845,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,9100,5,2,935,0,418.1447118,137472.5275,769.2307692,1516.666667,3442.10701,5,8538,0.0,8538,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,23222,5,2,935,0,418.1447118,53096.20188,301.4382913,3870.333333,9211.244013,8,22671,0.0,22671,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,7635,5,2,935,0,418.1447118,166077.2757,916.8303864,1272.5,2818.970929,4,7020,0.0,7020,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1389,5,2,935,0,418.1447118,898488.121,5039.596832,231.5,309.017637,6,807,0.0,807,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,19427,5,2,935,0,418.1447118,65578.83358,360.3232614,3237.833333,7641.516536,6,18834,0.0,18834,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16860,5,2,935,0,418.1447118,73962.04033,415.1838671,2810.0,6592.324931,3,16264,0.0,16264,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1220,5,2,935,0,418.1447118,969672.1311,5737.704918,203.3333333,258.3824039,4,682,0.0,682,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15918,5,2,935,0,418.1447118,78590.27516,439.7537379,2653.0,6214.11136,6,15335,0.0,15335,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1175,5,2,935,0,418.1447118,1059574.468,5957.446809,195.8333333,228.3045481,7,560,0.0,560,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1544,5,2,935,0,418.1447118,792746.114,4533.678756,257.3333333,321.0194179,9,825,0.0,825,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,11346,5,2,935,0,418.1447118,107791.2921,616.9575181,1891.0,4230.039574,5,10521,0.0,10521,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15058,5,2,935,0,418.1447118,84672.59928,464.8691725,2509.666667,5822.865915,3,14392,0.0,14392,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,13408,5,2,935,0,418.1447118,93153.34129,522.0763723,2234.666667,5201.882646,6,12850,0.0,12850,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1467,5,2,935,0,418.1447118,852760.7362,4771.642808,244.5,317.4553512,6,821,0.0,821,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1355,5,2,935,0,418.1447118,936531.3653,5166.051661,225.8333333,259.6223539,5,640,0.0,640,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1173,5,2,935,0,418.1447118,1008525.149,5967.604433,195.5,231.0954348,3,576,0.0,576,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1320,5,2,935,0,418.1447118,944696.9697,5303.030303,220.0,288.0652704,4,737,0.0,737,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14854,5,2,935,0,418.1447118,84825.63619,471.2535344,2475.666667,5825.065379,3,14364,0.0,14364,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1236,5,2,935,0,418.1447118,1008899.676,5663.430421,206.0,279.1150301,7,728,0.0,728,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1260,5,2,935,0,418.1447118,1011904.762,5555.555556,210.0,266.1127581,6,688,0.0,688,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,16279,5,2,935,0,418.1447118,76417.47036,430.0018429,2713.166667,6141.18117,6,15238,0.0,15238,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,8341,5,2,935,0,418.1447118,149982.0165,839.2279103,1390.166667,3051.42127,3,7609,0.0,7609,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1305,5,2,935,0,418.1447118,954022.9885,5363.984674,217.5,280.8784435,6,730,0.0,730,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17658,5,2,935,0,418.1447118,67618.07679,396.4208857,2943.0,6918.576588,9,17063,0.0,17063,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14381,5,2,935,0,418.1447118,88589.11063,486.7533551,2396.833333,5591.662129,5,13808,0.0,13808,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,49333,5,2,935,0,418.1447118,24344.75909,141.8928506,8222.166667,19634.96945,7,48298,0.0,48298,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1286,5,2,935,0,418.1447118,969673.4059,5443.234837,214.3333333,239.5993879,5,578,0.0,578,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,31689,5,2,935,0,418.1447118,38593.83382,220.8968412,5281.5,12658.8823,7,31120,0.0,31120,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1383,5,2,935,0,418.1447118,898770.7881,5061.460593,230.5,312.4264713,5,810,0.0,810,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1328,5,2,935,0,418.1447118,891566.2651,5271.084337,221.3333333,305.8278383,6,795,0.0,795,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,51649,5,2,935,0,418.1447118,23679.06445,135.5302136,8608.166667,20584.47114,2,50622,0.0,50622,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1203,5,2,935,0,418.1447118,983374.8961,5818.786367,200.5,245.0720302,8,611,0.0,611,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1132,5,2,935,0,418.1447118,1068904.594,6183.745583,188.6666667,213.6957339,7,521,0.0,521,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,20332,5,2,935,0,418.1447118,58823.52941,344.2848711,3388.666667,7275.097653,7,18209,0.0,18209,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,18019,5,2,935,0,418.1447118,67040.3463,388.4788279,3003.166667,7030.679296,8,17351,0.0,17351,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1217,5,2,935,0,418.1447118,991783.0731,5751.848809,202.8333333,269.7602022,6,704,0.0,704,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1305,5,2,935,0,418.1447118,965517.2414,5363.984674,217.5,249.1005821,8,606,0.0,606,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1704,5,2,935,0,418.1447118,704812.2066,4107.981221,284.0,419.541178,6,1094,0.0,1094,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1145,5,2,935,0,418.1447118,1092576.419,6113.537118,190.8333333,233.0342607,6,599,0.0,599,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1402,5,2,935,0,418.1447118,890870.1854,4992.867332,233.6666667,277.8313637,3,446,0.0,446,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1380,5,2,935,0,418.1447118,904347.8261,5072.463768,230.0,286.6433324,7,242,0.0,242,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1550,5,2,935,0,418.1447118,789677.4194,4516.129032,258.3333333,320.3402358,3,816,0.0,816,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17553,5,2,935,0,418.1447118,71269.8684,398.7922292,2925.5,6889.839381,4,16987,0.0,16987,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2641,5,2,935,0,418.1447118,447557.7433,2650.51117,440.1666667,648.4795808,8,1642,0.0,1642,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1219,5,2,935,0,418.1447118,992616.8991,5742.411813,203.1666667,249.9363252,7,642,0.0,642,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,15849,5,2,935,0,418.1447118,79374.093,441.6682441,2641.5,6166.279421,7,15225,0.0,15225,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1767,5,2,935,0,418.1447118,706847.7646,3961.516695,294.5,355.9020933,7,701,0.0,701,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,5819,5,2,935,0,418.1447118,213782.4368,1202.955834,969.8333333,2084.857157,3,5217,0.0,5217,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2287,5,2,935,0,418.1447118,557061.6528,3060.778312,381.1666667,619.1973568,6,1608,0.0,1608,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1313,5,2,935,0,418.1447118,952779.8934,5331.302361,218.8333333,295.9239204,7,770,0.0,770,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,18635,5,2,935,0,418.1447118,64824.25543,375.6372417,3105.833333,7279.881521,6,17963,0.0,17963,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1481,5,2,935,0,418.1447118,827819.0412,4726.536124,246.8333333,361.8659512,6,942,0.0,942,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1132,5,2,935,0,418.1447118,1104240.283,6183.745583,188.6666667,227.7504482,5,576,0.0,576,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1503,5,2,935,0,418.1447118,847638.0572,4657.351963,250.5,324.2873726,9,843,0.0,843,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1204,5,2,935,0,418.1447118,997508.3056,5813.953488,200.6666667,259.0310149,6,670,0.0,670,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,7803,5,2,935,0,418.1447118,160322.9527,897.0908625,1300.5,2888.991848,6,7190,0.0,7190,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,5735,5,2,935,0,418.1447118,210985.1787,1220.575414,955.8333333,2067.818117,6,5169,0.0,5169,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1193,5,2,935,0,418.1447118,1027661.358,5867.560771,198.8333333,265.7994858,3,694,0.0,694,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1376,5,2,935,0,418.1447118,867732.5581,5087.209302,229.3333333,331.5416515,6,864,0.0,864,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17529,5,2,935,0,418.1447118,71367.44823,399.3382395,2921.5,6730.52963,7,16654,0.0,16654,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1893,5,2,935,0,418.1447118,638668.7797,3697.834126,315.5,403.1147479,8,1026,0.0,1026,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1275,5,2,935,0,418.1447118,941960.7843,5490.196078,212.5,268.1646882,6,701,0.0,701,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1629,5,2,935,0,418.1447118,767955.8011,4297.114794,271.5,346.9909221,7,890,0.0,890,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,9486,5,2,935,0,418.1447118,131140.6283,737.9295804,1581.0,3583.730961,4,8892,0.0,8892,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14778,5,2,935,0,418.1447118,86412.2344,473.6770876,2463.0,5745.806053,8,14189,0.0,14189,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17724,5,2,935,0,418.1447118,67479.12435,394.9447077,2954.0,6979.068247,3,17198,0.0,17198,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,2964,5,2,935,0,418.1447118,424426.4507,2361.673414,494.0,957.6880494,5,2433,0.0,2433,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,33559,5,2,935,0,418.1447118,38052.38535,208.5878602,5593.166667,13306.49594,3,32752,0.0,32752,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1434,5,2,935,0,418.1447118,834030.6834,4881.450488,239.0,342.6776911,6,897,0.0,897,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1267,5,2,935,0,418.1447118,1003157.064,5524.861878,211.1666667,284.6298766,7,744,0.0,744,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,6564,5,2,935,0,418.1447118,187842.7788,1066.422913,1094.0,2399.824327,7,5985,0.0,5985,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1130,5,2,935,0,418.1447118,1062831.858,6194.690265,188.3333333,230.2717235,7,592,0.0,592,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,14795,5,2,935,0,418.1447118,84082.46029,473.1328151,2465.833333,5687.068293,3,14068,0.0,14068,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1218,5,2,935,0,418.1447118,1032840.722,5747.126437,203.0,278.8842054,7,729,0.0,729,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1549,5,2,935,0,418.1447118,807617.8179,4519.044545,258.1666667,300.2048745,10,732,0.0,732,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,7849,5,2,935,0,418.1447118,153267.9322,891.8333546,1308.166667,2703.754827,8,6813,0.0,6813,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1099,5,2,935,0,418.1447118,1137397.634,6369.426752,183.1666667,226.9955212,6,593,0.0,593,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,7467,5,2,935,0,418.1447118,168876.3894,937.4581492,1244.5,2719.786076,5,6788,0.0,6788,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,17890,5,2,935,0,418.1447118,68418.11068,391.2800447,2981.666667,6897.70874,6,17056,0.0,17056,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1204,5,2,935,0,418.1447118,1059800.664,5813.953488,200.6666667,259.0549491,6,676,0.0,676,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
6,1226,5,2,935,0,418.1447118,1006525.285,5709.624796,204.3333333,286.7065864,6,752,0.0,752,0,0,0,0,1,0,0,0,0,0,0,0,0,935,1,20,0.0,0,0.0,0.0,0
