Protocol,Flow.Duration,Tot.Fwd.Pkts,Bwd.Pkt.Len.Min,Flow.Byts.s,Flow.Pkts.s,Bwd.IAT.Tot,Bwd.IAT.Std,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Bwd.Pkts.s,FIN.Flag.Cnt,SYN.Flag.Cnt,RST.Flag.Cnt,ACK.Flag.Cnt,URG.Flag.Cnt,CWR.Flag.Count,Down.Up.Ratio,Fwd.Byts.b.Avg,Fwd.Pkts.b.Avg,Fwd.Blk.Rate.Avg,Bwd.Byts.b.Avg,Bwd.Pkts.b.Avg,Fwd.Seg.Size.Min,Active.Std,Idle.Mean,Label
6,1695,5,0,749852.5074,4129.79351,1179,0.0,0,0,0,0,1179.941003,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,9038,5,0,139522.0181,774.5076344,8463,0.0,0,0,0,0,221.2878956,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1248,5,0,958333.3333,5608.974359,588,0.0,0,0,0,0,1602.564103,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16146,5,0,77480.49052,433.5439118,15503,0.0,0,0,0,0,123.8696891,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1290,5,0,964341.0853,5426.356589,696,0.0,0,0,0,0,1550.387597,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,7303,5,0,168971.6555,958.5102013,6741,0.0,0,0,0,0,273.8600575,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1223,5,0,977105.4783,5723.630417,683,0.0,0,0,0,0,1635.322976,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1234,5,0,1053484.603,5672.6094,610,0.0,0,0,0,0,1620.745543,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1300,5,0,911538.4615,5384.615385,734,0.0,0,0,0,0,1538.461538,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1513,5,0,833443.4898,4626.569729,931,0.0,0,0,0,0,1321.877065,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1384,5,0,873554.9133,5057.803468,795,0.0,0,0,0,0,1445.086705,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,9170,5,0,136423.1189,763.3587786,8569,0.0,0,0,0,0,218.1025082,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1475,5,0,842711.8644,4745.762712,914,0.0,0,0,0,0,1355.932203,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1881,5,0,656034.0245,3721.424774,1339,0.0,0,0,0,0,1063.264221,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1329,5,0,939051.9187,5267.118134,669,0.0,0,0,0,0,1504.890895,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1265,5,0,996837.9447,5533.596838,693,0.0,0,0,0,0,1581.027668,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,884,5,0,1412895.928,7918.552036,398,0.0,0,0,0,0,2262.443439,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1220,5,0,1022131.148,5737.704918,676,0.0,0,0,0,0,1639.344262,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1331,5,0,926371.1495,5259.203606,710,0.0,0,0,0,0,1502.629602,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1329,5,0,941309.2551,5267.118134,670,0.0,0,0,0,0,1504.890895,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,7729,5,0,159658.4293,905.6799068,6997,0.0,0,0,0,0,258.7656877,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,973,5,0,1268242.549,7194.244604,409,0.0,0,0,0,0,2055.498458,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1598,5,0,794117.6471,4380.475594,766,0.0,0,0,0,0,1251.564456,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1528,5,0,831806.2827,4581.151832,725,0.0,0,0,0,0,1308.900524,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,5317,5,0,235283.0544,1316.531879,4746,0.0,0,0,0,0,376.1519654,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,34253,5,0,36726.71007,204.3616618,33426,0.0,0,0,0,0,58.38904621,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,48865,5,0,25949.04328,143.2518162,47758,0.0,0,0,0,0,40.92909035,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1246,5,0,958266.4526,5617.977528,644,0.0,0,0,0,0,1605.136437,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16427,5,0,72806.96414,426.1277166,15443,0.0,0,0,0,0,121.7507762,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1353,5,0,906134.5159,5173.688101,756,0.0,0,0,0,0,1478.1966,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,20092,5,0,60222.97432,348.3973721,19482,0.0,0,0,0,0,99.54210631,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1431,5,0,868623.3403,4891.684137,912,0.0,0,0,0,0,1397.624039,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1804,5,0,691241.6851,3880.266075,1257,0.0,0,0,0,0,1108.64745,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1100,5,0,1091818.182,6363.636364,544,0.0,0,0,0,0,1818.181818,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1392,5,0,897270.1149,5028.735632,841,0.0,0,0,0,0,1436.781609,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1308,5,0,954128.4404,5351.681957,785,0.0,0,0,0,0,1529.051988,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,7114,5,0,179083.4973,983.9752601,1760,0.0,0,0,0,0,281.1357886,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1092,5,0,1143772.894,6410.25641,594,0.0,0,0,0,0,1831.501832,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1312,5,0,923018.2927,5335.365854,739,0.0,0,0,0,0,1524.390244,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1060,5,0,1173584.906,6603.773585,536,0.0,0,0,0,0,1886.792453,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1171,5,0,1066609.735,5977.796755,620,0.0,0,0,0,0,1707.94193,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,3097,5,0,382305.4569,2260.251857,2473,0.0,0,0,0,0,645.7862448,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,3112,5,0,401670.9512,2249.357326,2380,0.0,0,0,0,0,642.6735219,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1286,5,0,951010.8865,5443.234837,717,0.0,0,0,0,0,1555.209953,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
17,89480486,6,0,33.52686305,0.067053726,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,8,0.0,21400000,0
6,5344,5,0,233720.0599,1309.88024,4839,0.0,0,0,0,0,374.251497,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1687,5,0,731475.9929,4149.377593,734,0.0,0,0,0,0,1185.536455,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,10516,5,0,113731.4568,665.6523393,9980,0.0,0,0,0,0,190.1863827,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,14082,5,0,88623.77503,497.0884817,13518,0.0,0,0,0,0,142.0252805,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1104,5,0,1155797.101,6340.57971,515,0.0,0,0,0,0,1811.594203,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1436,5,0,868384.4011,4874.651811,814,0.0,0,0,0,0,1392.75766,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1221,5,0,1043407.043,5733.005733,559,0.0,0,0,0,0,1638.001638,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17375,5,0,72978.41727,402.8776978,16798,0.0,0,0,0,0,115.1079137,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1453,5,0,876806.607,4817.61872,935,0.0,0,0,0,0,1376.462491,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1233,5,0,1008921.33,5677.210057,724,0.0,0,0,0,0,1622.060016,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1574,5,0,767471.4104,4447.268107,863,0.0,0,0,0,0,1270.64803,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1218,5,0,1026272.578,5747.126437,710,0.0,0,0,0,0,1642.036125,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1087,5,0,1169273.229,6439.74241,546,0.0,0,0,0,0,1839.926403,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17327,5,0,71795.46373,403.993767,16709,0.0,0,0,0,0,115.4267906,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1553,5,0,801674.179,4507.405023,977,0.0,0,0,0,0,1287.830006,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1672,5,0,714712.9187,4186.602871,16,0.0,0,0,0,0,1196.172249,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1488,5,0,829301.0753,4704.301075,920,0.0,0,0,0,0,1344.086022,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,3940,5,0,305329.9492,1776.649746,622,0.0,0,0,0,0,507.6142132,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1140,5,0,1095614.035,6140.350877,579,0.0,0,0,0,0,1754.385965,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1262,5,0,965927.0998,5546.751189,619,0.0,0,0,0,0,1584.786054,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,64145,5,0,19237.66467,109.1277574,63058,0.0,0,0,0,0,31.17935926,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1199,5,0,1002502.085,5838.198499,663,0.0,0,0,0,0,1668.056714,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,14577,5,0,87397.95568,480.2085477,14036,0.0,0,0,0,0,137.2024422,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1102,5,0,1130671.506,6352.087114,548,0.0,0,0,0,0,1814.882033,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16494,5,0,73178.12538,424.3967503,15667,0.0,0,0,0,0,121.2562144,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1367,5,0,885149.9634,5120.702268,693,0.0,0,0,0,0,1463.057791,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1658,5,0,754523.5223,4221.954162,877,0.0,0,0,0,0,1206.272618,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1209,5,0,980148.8834,5789.909016,559,0.0,0,0,0,0,1654.259719,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17121,5,0,73009.7541,408.854623,16529,0.0,0,0,0,0,116.8156066,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1392,5,0,864224.1379,5028.735632,848,0.0,0,0,0,0,1436.781609,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,15971,5,0,78204.24519,438.2944086,15376,0.0,0,0,0,0,125.2269739,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1334,5,0,935532.2339,5247.376312,711,0.0,0,0,0,0,1499.250375,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1159,5,0,1079378.775,6039.689387,695,0.0,0,0,0,0,1725.625539,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1514,5,0,848084.5443,4623.513871,923,0.0,0,0,0,0,1321.003963,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16660,5,0,76110.44418,420.1680672,16119,0.0,0,0,0,0,120.0480192,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,8850,5,0,139435.0282,790.960452,8179,0.0,0,0,0,0,225.9887006,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,6843,5,0,186321.7887,1022.943154,6287,0.0,0,0,0,0,292.2694725,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16659,5,0,74914.46065,420.1932889,15997,0.0,0,0,0,0,120.0552254,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1241,5,0,1029008.864,5640.612409,701,0.0,0,0,0,0,1611.603546,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1230,5,0,972357.7236,5691.056911,683,0.0,0,0,0,0,1626.01626,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1761,5,0,723452.5838,3975.014196,913,0.0,0,0,0,0,1135.718342,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,20548,5,0,59324.50847,340.6657582,19718,0.0,0,0,0,0,97.33307378,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1119,5,0,1116175.156,6255.585344,598,0.0,0,0,0,0,1787.310098,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1225,5,0,1040000.0,5714.285714,645,0.0,0,0,0,0,1632.653061,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,23130,5,0,53869.43364,302.6372676,22549,0.0,0,0,0,0,86.46779075,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17472,5,0,72916.66667,400.6410256,16948,0.0,0,0,0,0,114.4688645,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,34131,5,0,36594.29844,205.092145,32681,0.0,0,0,0,0,58.59775571,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16418,5,0,75161.40821,426.3613108,15816,0.0,0,0,0,0,121.8175174,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1197,5,0,1052631.579,5847.953216,651,0.0,0,0,0,0,1670.843776,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,32242,5,0,37931.89008,217.1081198,31684,0.0,0,0,0,0,62.03089138,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,45888,5,0,26216.00418,152.5453278,45325,0.0,0,0,0,0,43.58437936,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17887,5,0,72678.48158,391.34567,17291,0.0,0,0,0,0,111.8130486,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,14816,5,0,83355.83153,472.462203,14055,0.0,0,0,0,0,134.9892009,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,2739,5,0,456736.035,2555.677254,2185,0.0,0,0,0,0,730.1935013,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,4480,5,0,278125.0,1562.5,3832,0.0,0,0,0,0,446.4285714,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,18854,5,0,66139.81118,371.2740002,18109,0.0,0,0,0,0,106.0782858,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1614,5,0,789343.2466,4337.050805,1017,0.0,0,0,0,0,1239.157373,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,19032,5,0,64838.1673,367.8015973,18280,0.0,0,0,0,0,105.0861707,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1354,5,0,919497.7843,5169.867061,750,0.0,0,0,0,0,1477.104874,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1208,5,0,994205.298,5794.701987,706,0.0,0,0,0,0,1655.629139,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16547,5,0,76992.80836,423.0374086,11827,0.0,0,0,0,0,120.867831,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,701,5,0,1714693.295,9985.734665,163,0.0,0,0,0,0,2853.067047,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,30690,5,0,39361.35549,228.0873249,30065,0.0,0,0,0,0,65.1678071,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,3350,5,0,375522.3881,2089.552239,2822,0.0,0,0,0,0,597.0149254,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1400,5,0,891428.5714,5000.0,720,0.0,0,0,0,0,1428.571429,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1386,5,0,902597.4026,5050.505051,828,0.0,0,0,0,0,1443.001443,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,19979,5,0,61164.22243,350.3678863,19390,0.0,0,0,0,0,100.1051104,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,14239,5,0,87365.68579,491.6075567,13724,0.0,0,0,0,0,140.4593019,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17744,5,0,70108.20559,394.4995491,17190,0.0,0,0,0,0,112.7141569,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1435,5,0,889198.6063,4878.04878,894,0.0,0,0,0,0,1393.728223,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1239,5,0,1008071.025,5649.717514,701,0.0,0,0,0,0,1614.205004,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,2669,5,0,443237.1675,2622.705133,2096,0.0,0,0,0,0,749.3443237,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,15610,5,0,76937.86035,448.4304933,14921,0.0,0,0,0,0,128.1229981,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,2747,5,0,463778.6676,2548.234438,2152,0.0,0,0,0,0,728.0669822,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17644,5,0,68465.20063,396.7354341,17056,0.0,0,0,0,0,113.3529812,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1239,5,0,954802.2599,5649.717514,659,0.0,0,0,0,0,1614.205004,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1169,5,0,1048759.624,5988.023952,598,0.0,0,0,0,0,1710.863986,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1933,5,0,634247.284,3621.31402,1012,0.0,0,0,0,0,1034.661148,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1168,5,0,1056506.849,5993.150685,522,0.0,0,0,0,0,1712.328767,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,31645,5,0,38995.10191,221.2039817,30868,0.0,0,0,0,0,63.20113762,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1098,5,0,1134790.528,6375.227687,493,0.0,0,0,0,0,1821.493625,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,30034,5,0,41652.7935,233.0691883,29285,0.0,0,0,0,0,66.59119664,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,13199,5,0,90991.7418,530.3432078,12453,0.0,0,0,0,0,151.5266308,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,5203,5,0,237170.863,1345.377667,4533,0.0,0,0,0,0,384.3936191,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1411,5,0,886605.2445,4961.020553,809,0.0,0,0,0,0,1417.434444,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1039,5,0,1179980.751,6737.247353,493,0.0,0,0,0,0,1924.927815,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,35778,5,0,34071.21695,195.6509587,35013,0.0,0,0,0,0,55.90027391,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,6262,5,0,199776.4293,1117.853721,5449,0.0,0,0,0,0,319.3867774,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1374,5,0,880640.4658,5094.614265,900,0.0,0,0,0,0,1455.604076,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1205,5,0,982572.6141,5809.128631,716,0.0,0,0,0,0,1659.751037,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,14988,5,0,84133.97385,467.0402989,14422,0.0,0,0,0,0,133.4400854,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,35768,5,0,35450.68217,195.7056587,34869,0.0,0,0,0,0,55.91590248,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1209,5,0,1051282.051,5789.909016,652,0.0,0,0,0,0,1654.259719,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,17961,5,0,67201.15806,389.7333111,17374,0.0,0,0,0,0,111.3523746,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,7605,5,0,163576.5943,920.4470743,6820,0.0,0,0,0,0,262.9848784,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,2135,5,0,574238.8759,3278.688525,1611,0.0,0,0,0,0,936.7681499,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1176,5,0,1039115.646,5952.380952,637,0.0,0,0,0,0,1700.680272,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1310,5,0,922137.4046,5343.51145,690,0.0,0,0,0,0,1526.717557,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,15271,5,0,81854.49545,458.3851745,14761,0.0,0,0,0,0,130.9671927,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1367,5,0,880029.2612,5120.702268,809,0.0,0,0,0,0,1463.057791,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1288,5,0,976708.0745,5434.782609,766,0.0,0,0,0,0,1552.795031,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,19293,5,0,64842.17074,362.8258954,18699,0.0,0,0,0,0,103.6645415,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,11122,5,0,113199.0649,629.3832045,10526,0.0,0,0,0,0,179.8237727,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16034,5,0,77585.1316,436.5722839,15487,0.0,0,0,0,0,124.7349383,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1364,5,0,912023.4604,5131.964809,773,0.0,0,0,0,0,1466.27566,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,7061,5,0,176745.5035,991.360997,6508,0.0,0,0,0,0,283.2459992,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1764,5,0,727891.1565,3968.253968,817,0.0,0,0,0,0,1133.786848,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1080,5,0,1179629.63,6481.481481,536,0.0,0,0,0,0,1851.851852,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1240,5,0,983064.5161,5645.16129,705,0.0,0,0,0,0,1612.903226,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,18433,5,0,66890.90219,379.7537026,17662,0.0,0,0,0,0,108.5010579,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,19726,5,0,63063.97648,354.861604,19126,0.0,0,0,0,0,101.3890297,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1543,5,0,810758.2631,4536.61698,804,0.0,0,0,0,0,1296.17628,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1395,5,0,878853.0466,5017.921147,869,0.0,0,0,0,0,1433.691756,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1555,5,0,821221.865,4501.607717,929,0.0,0,0,0,0,1286.173633,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1524,5,0,820209.9738,4593.175853,914,0.0,0,0,0,0,1312.335958,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,1901,5,0,667543.3982,3682.272488,1130,0.0,0,0,0,0,1052.077854,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
6,16169,5,0,77184.73622,432.9272064,15665,0.0,0,0,0,0,123.6934875,0,0,1,0,0,0,0.0,0,0,0,0,0,20,0.0,0,0
