Protocol,Flow.Duration,Tot.Fwd.Pkts,TotLen.Fwd.Pkts,Fwd.Pkt.Len.Max,Fwd.Pkt.Len.Min,Fwd.Pkt.Len.Mean,Bwd.Pkt.Len.Min,Bwd.Pkt.Len.Mean,Flow.Byts.s,Flow.Pkts.s,Flow.IAT.Mean,Flow.IAT.Std,Bwd.IAT.Tot,Bwd.IAT.Mean,Bwd.IAT.Std,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Bwd.Pkts.s,SYN.Flag.Cnt,RST.Flag.Cnt,PSH.Flag.Cnt,URG.Flag.Cnt,CWR.Flag.Count,Down.Up.Ratio,Bwd.Seg.Size.Avg,Fwd.Byts.b.Avg,Fwd.Pkts.b.Avg,Fwd.Blk.Rate.Avg,Bwd.Byts.b.Avg,Init.Fwd.Win.Byts,Fwd.Seg.Size.Min,Active.Mean,Idle.Mean,Idle.Std,Label
6,7674,5,935,935,0,187.0,0,166.5,165233.2551,912.1709669,1279.0,2840.701533,7071,7071.0,0.0,0,0,0,0,260.6202763,0,1,1,0,0,0.0,166.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,15607,5,935,935,0,187.0,0,142.0,78105.97809,448.5166912,2601.166667,6103.717537,15058,15058.0,0.0,0,0,0,0,128.1476261,0,1,1,0,0,0.0,142.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1298,5,935,935,0,187.0,0,156.5,961479.1988,5392.912173,216.3333333,250.1868635,629,629.0,0.0,0,0,0,0,1540.832049,0,1,1,0,0,0.0,156.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1224,5,935,935,0,187.0,0,154.5,1016339.869,5718.954248,204.0,248.3827691,641,641.0,0.0,0,0,0,0,1633.986928,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1303,5,935,935,0,187.0,0,124.5,908672.2947,5372.217959,217.1666667,293.3505866,771,771.0,0.0,0,0,0,0,1534.919417,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,3434,5,935,935,0,187.0,0,161.5,366336.6337,2038.439138,572.3333333,1137.621495,2882,2882.0,0.0,0,0,0,0,582.4111823,0,1,1,0,0,0.0,161.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1420,5,935,935,0,187.0,0,137.0,851408.4507,4929.577465,236.6666667,238.1652088,651,651.0,0.0,0,0,0,0,1408.450704,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,16377,5,935,935,0,187.0,0,133.0,73334.55456,427.428711,2729.5,6427.280506,15847,15847.0,0.0,0,0,0,0,122.1224889,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1266,5,935,935,0,187.0,0,156.5,985781.9905,5529.225908,211.0,264.5872257,676,676.0,0.0,0,0,0,0,1579.778831,0,1,1,0,0,0.0,156.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1236,5,935,935,0,187.0,0,161.5,1017799.353,5663.430421,206.0,268.2126022,700,700.0,0.0,0,0,0,0,1618.122977,0,1,1,0,0,0.0,161.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1197,5,935,935,0,187.0,0,161.5,1050960.735,5847.953216,199.5,240.6306298,611,611.0,0.0,0,0,0,0,1670.843776,0,1,1,0,0,0.0,161.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1237,5,935,935,0,187.0,0,163.0,1019401.778,5658.852061,206.1666667,269.2266084,701,701.0,0.0,0,0,0,0,1616.814875,0,1,1,0,0,0.0,163.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1302,5,935,935,0,187.0,0,155.0,956221.1982,5376.344086,217.0,285.7810351,749,749.0,0.0,0,0,0,0,1536.09831,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,3600,5,935,935,0,187.0,0,163.0,350277.7778,1944.444444,600.0,1204.353935,3046,3046.0,0.0,0,0,0,0,555.5555556,0,1,1,0,0,0.0,163.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1518,5,935,935,0,187.0,0,142.0,803030.303,4611.330698,253.0,371.2379291,968,968.0,0.0,0,0,0,0,1317.523057,0,1,1,0,0,0.0,142.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1603,5,935,935,0,187.0,0,170.0,795383.6556,4366.812227,267.1666667,385.6938769,1011,1011.0,0.0,0,0,0,0,1247.660636,0,1,1,0,0,0.0,170.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,2831,5,935,935,0,187.0,0,136.5,426704.3448,2472.624514,471.8333333,868.9930763,2223,2223.0,0.0,0,0,0,0,706.4641469,0,1,1,0,0,0.0,136.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1587,5,935,935,0,187.0,0,169.5,802772.5268,4410.838059,264.5,336.5446479,858,858.0,0.0,0,0,0,0,1260.239445,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,16097,5,935,935,0,187.0,0,149.5,76660.24725,434.8636392,2682.833333,6291.118388,15522,15522.0,0.0,0,0,0,0,124.2467541,0,1,1,0,0,0.0,149.5,0,0,0,0,65535,20,0.0,0,0.0,0
17,104995641,14,448,32,32,32.0,0,0.0,4.266843802,0.133338869,8076587.769,5170230.561,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,-1,8,5983928.5,11600000,2809447.4,0
6,1362,5,935,935,0,187.0,0,155.0,914096.9163,5139.500734,227.0,306.8530593,807,807.0,0.0,0,0,0,0,1468.428781,0,1,1,0,0,0.0,155.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,2567,5,935,935,0,187.0,0,157.0,486560.187,2726.918582,427.8333333,775.945724,1991,1991.0,0.0,0,0,0,0,779.1195949,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1300,5,935,935,0,187.0,0,167.0,976153.8462,5384.615385,216.6666667,263.0183771,680,680.0,0.0,0,0,0,0,1538.461538,0,1,1,0,0,0.0,167.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1558,5,935,935,0,187.0,0,137.0,775994.8652,4492.939666,259.6666667,327.5067429,843,843.0,0.0,0,0,0,0,1283.697047,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1090,5,935,935,0,187.0,0,137.0,1109174.312,6422.018349,181.6666667,208.1659594,515,515.0,0.0,0,0,0,0,1834.862385,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,6214,5,935,935,0,187.0,0,137.5,194721.5964,1126.488574,1035.666667,2256.976,5635,5635.0,0.0,0,0,0,0,321.8538783,0,1,1,0,0,0.0,137.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,19234,5,935,935,0,187.0,0,133.0,62441.50983,363.9388583,3205.666667,7572.389099,18661,18661.0,0.0,0,0,0,0,103.9825309,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,7526,5,935,935,0,187.0,0,156.5,165825.1395,930.1089556,1254.333333,2660.526013,6670,6670.0,0.0,0,0,0,0,265.7454159,0,1,1,0,0,0.0,156.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1036,5,935,935,0,187.0,0,142.0,1176640.927,6756.756757,172.6666667,209.4293835,543,543.0,0.0,0,0,0,0,1930.501931,0,1,1,0,0,0.0,142.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1169,5,935,935,0,187.0,0,136.0,1032506.416,5988.023952,194.8333333,250.6482928,652,652.0,0.0,0,0,0,0,1710.863986,0,1,1,0,0,0.0,136.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1308,5,935,935,0,187.0,0,136.0,922782.8746,5351.681957,218.0,289.65911,746,746.0,0.0,0,0,0,0,1529.051988,0,1,1,0,0,0.0,136.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,17945,5,935,935,0,187.0,0,158.0,69713.01198,390.0808025,2990.833333,7014.360681,17306,17306.0,0.0,0,0,0,0,111.4516578,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1500,5,935,935,0,187.0,0,174.5,856000.0,4666.666667,250.0,283.5524643,688,688.0,0.0,0,0,0,0,1333.333333,0,1,1,0,0,0.0,174.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1327,5,935,935,0,187.0,0,133.0,905048.9827,5275.056518,221.1666667,291.2534406,763,763.0,0.0,0,0,0,0,1507.159005,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,17146,5,935,935,0,187.0,0,150.0,72028.46145,408.2584859,2857.666667,6306.967755,15720,15720.0,0.0,0,0,0,0,116.6452817,0,1,1,0,0,0.0,150.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1293,5,935,935,0,187.0,0,133.5,929621.0363,5413.766435,215.5,273.4306128,715,715.0,0.0,0,0,0,0,1546.79041,0,1,1,0,0,0.0,133.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,2113,5,935,935,0,187.0,0,155.5,589682.9153,3312.825367,352.1666667,457.467558,1105,1105.0,0.0,0,0,0,0,946.5215334,0,1,1,0,0,0.0,155.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,17,1,0,0,0,0.0,0,0.0,0.0,117647.0588,17.0,0.0,0,0.0,0.0,0,0,0,0,58823.52941,0,0,1,0,0,1.0,0.0,0,0,0,0,8192,32,0.0,0,0.0,0
6,1332,5,935,935,0,187.0,0,130.5,897897.8979,5255.255255,222.0,285.9860136,730,730.0,0.0,0,0,0,0,1501.501502,0,1,1,0,0,0.0,130.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,20360,5,935,935,0,187.0,0,137.0,59381.13949,343.8113949,3393.333333,7904.829528,19524,19524.0,0.0,0,0,0,0,98.23182711,0,1,1,0,0,0.0,137.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,3317,5,935,935,0,187.0,0,157.0,376545.0708,2110.340669,552.8333333,1077.793193,2736,2736.0,0.0,0,0,0,0,602.9544769,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1176,5,935,935,0,187.0,0,161.5,1069727.891,5952.380952,196.0,244.6703905,629,629.0,0.0,0,0,0,0,1700.680272,0,1,1,0,0,0.0,161.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1292,5,935,935,0,187.0,0,182.5,1006191.95,5417.956656,215.3333333,286.5223668,746,746.0,0.0,0,0,0,0,1547.987616,0,1,1,0,0,0.0,182.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1451,5,935,935,0,187.0,0,124.0,815299.7932,4824.259132,241.8333333,341.5929839,895,895.0,0.0,0,0,0,0,1378.359752,0,1,1,0,0,0.0,124.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1188,5,935,935,0,187.0,0,158.0,1053030.303,5892.255892,198.0,236.8577632,597,597.0,0.0,0,0,0,0,1683.501684,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1621,5,935,935,0,187.0,0,169.5,785934.6083,4318.322023,270.1666667,334.3384014,850,850.0,0.0,0,0,0,0,1233.806292,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1972,5,935,935,0,187.0,0,124.0,599898.5801,3549.69574,328.6666667,403.1727504,958,958.0,0.0,0,0,0,0,1014.198783,0,1,1,0,0,0.0,124.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1337,5,935,935,0,187.0,0,156.5,933433.0591,5235.602094,222.8333333,252.5877405,641,641.0,0.0,0,0,0,0,1495.886313,0,1,1,0,0,0.0,156.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1067,5,935,935,0,187.0,0,157.0,1170571.696,6560.449859,177.8333333,184.1373582,421,421.0,0.0,0,0,0,0,1874.414246,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1567,5,935,935,0,187.0,0,124.5,755583.9183,4467.134652,261.1666667,312.2482453,776,776.0,0.0,0,0,0,0,1276.324186,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1354,5,935,935,0,187.0,0,169.5,940915.805,5169.867061,225.6666667,309.3513644,811,811.0,0.0,0,0,0,0,1477.104874,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1270,5,935,935,0,187.0,0,143.5,962204.7244,5511.811024,211.6666667,269.2111934,701,701.0,0.0,0,0,0,0,1574.80315,0,1,1,0,0,0.0,143.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1190,5,935,935,0,187.0,0,154.5,1045378.151,5882.352941,198.3333333,249.7700276,645,645.0,0.0,0,0,0,0,1680.672269,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1257,5,935,935,0,187.0,0,157.5,994431.1854,5568.814638,209.5,265.1450546,678,678.0,0.0,0,0,0,0,1591.089897,0,1,1,0,0,0.0,157.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,9882,5,935,935,0,187.0,0,166.5,128314.1065,708.3586319,1647.0,3706.205121,9205,9205.0,0.0,0,0,0,0,202.3881805,0,1,1,0,0,0.0,166.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,19296,5,935,935,0,187.0,0,155.5,64572.96849,362.7694859,3216.0,7636.282106,18802,18802.0,0.0,0,0,0,0,103.6484245,0,1,1,0,0,0.0,155.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,37094,5,935,935,0,187.0,0,145.5,33051.1673,188.7097644,6182.333333,14652.249,36086,36086.0,0.0,0,0,0,0,53.91707554,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1283,5,935,935,0,187.0,0,136.5,941543.258,5455.962588,213.8333333,291.7076733,762,762.0,0.0,0,0,0,0,1558.846454,0,1,1,0,0,0.0,136.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,16761,5,935,935,0,187.0,0,174.5,76606.40773,417.6361792,2793.5,6545.161961,16151,16151.0,0.0,0,0,0,0,119.3246226,0,1,1,0,0,0.0,174.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1491,5,935,935,0,187.0,0,137.5,811535.882,4694.835681,248.5,368.4946404,961,961.0,0.0,0,0,0,0,1341.381623,0,1,1,0,0,0.0,137.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1042,5,935,935,0,187.0,0,157.0,1198656.43,6717.850288,173.6666667,184.3145861,399,399.0,0.0,0,0,0,0,1919.385797,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,6344,5,935,935,0,187.0,0,162.5,198612.8625,1103.404792,1057.333333,2319.370748,5785,5785.0,0.0,0,0,0,0,315.258512,0,1,1,0,0,0.0,162.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1594,5,935,935,0,187.0,0,154.0,779799.2472,4391.468005,265.6666667,390.1864512,1017,1017.0,0.0,0,0,0,0,1254.705144,0,1,1,0,0,0.0,154.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1260,5,935,935,0,187.0,0,124.5,939682.5397,5555.555556,210.0,289.0287183,754,754.0,0.0,0,0,0,0,1587.301587,0,1,1,0,0,0.0,124.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1448,5,935,935,0,187.0,0,158.0,863950.2762,4834.254144,241.3333333,273.387393,646,646.0,0.0,0,0,0,0,1381.21547,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,46386,5,935,935,0,187.0,0,170.0,27486.74169,150.9076014,7731.0,18648.44135,45796,45796.0,0.0,0,0,0,0,43.11645755,0,1,1,0,0,0.0,170.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1306,5,935,935,0,187.0,0,149.5,944869.8315,5359.877489,217.6666667,253.294032,636,636.0,0.0,0,0,0,0,1531.393568,0,1,1,0,0,0.0,149.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,10254,5,935,935,0,187.0,0,169.5,124244.1974,682.6604252,1709.0,3884.449562,9633,9633.0,0.0,0,0,0,0,195.0458358,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1413,5,935,935,0,187.0,0,134.0,851380.0425,4953.998585,235.5,267.2659724,654,654.0,0.0,0,0,0,0,1415.428167,0,1,1,0,0,0.0,134.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1302,5,935,935,0,187.0,0,158.0,960829.4931,5376.344086,217.0,301.8456559,788,788.0,0.0,0,0,0,0,1536.09831,0,1,1,0,0,0.0,158.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,16071,5,935,935,0,187.0,0,154.5,77406.50862,435.5671707,2678.5,6313.069103,15563,15563.0,0.0,0,0,0,0,124.4477631,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1164,5,935,935,0,187.0,0,166.5,1089347.079,6013.745704,194.0,251.5360809,655,655.0,0.0,0,0,0,0,1718.213058,0,1,1,0,0,0.0,166.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,5564,5,935,935,0,187.0,0,136.5,217109.9928,1258.087707,927.3333333,2021.839427,5048,5048.0,0.0,0,0,0,0,359.4536305,0,1,1,0,0,0.0,136.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1291,5,935,935,0,187.0,0,137.5,937257.9396,5422.153369,215.1666667,277.3095142,717,717.0,0.0,0,0,0,0,1549.186677,0,1,1,0,0,0.0,137.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1320,5,935,935,0,187.0,0,149.5,934848.4848,5303.030303,220.0,292.0184926,755,755.0,0.0,0,0,0,0,1515.151515,0,1,1,0,0,0.0,149.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1249,5,935,935,0,187.0,0,145.5,981585.2682,5604.483587,208.1666667,272.4029491,712,712.0,0.0,0,0,0,0,1601.281025,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1212,5,935,935,0,187.0,0,169.5,1051155.116,5775.577558,202.0,255.0913562,661,661.0,0.0,0,0,0,0,1650.165017,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1214,5,935,935,0,187.0,0,162.5,1037891.269,5766.062603,202.3333333,254.1422174,660,660.0,0.0,0,0,0,0,1647.446458,0,1,1,0,0,0.0,162.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1564,5,935,935,0,187.0,0,155.5,796675.1918,4475.703325,260.6666667,326.6843533,842,842.0,0.0,0,0,0,0,1278.772379,0,1,1,0,0,0.0,155.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1742,5,935,935,0,187.0,0,162.5,723306.5442,4018.36969,290.3333333,345.2145227,865,865.0,0.0,0,0,0,0,1148.105626,0,1,1,0,0,0.0,162.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,15958,5,935,935,0,187.0,0,154.5,77954.63091,438.6514601,2659.666667,6195.110158,15302,15302.0,0.0,0,0,0,0,125.3289886,0,1,1,0,0,0.0,154.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1371,5,935,935,0,187.0,0,162.0,918307.8045,5105.762217,228.5,273.5110601,698,698.0,0.0,0,0,0,0,1458.789205,0,1,1,0,0,0.0,162.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1228,5,935,935,0,187.0,0,168.0,1035016.287,5700.325733,204.6666667,275.6147069,722,722.0,0.0,0,0,0,0,1628.664495,0,1,1,0,0,0.0,168.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1437,5,935,935,0,187.0,0,169.5,886569.2415,4871.259569,239.5,291.7627461,745,745.0,0.0,0,0,0,0,1391.788448,0,1,1,0,0,0.0,169.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,14659,5,935,935,0,187.0,0,150.0,84248.58449,477.5223412,2443.166667,5709.107861,14094,14094.0,0.0,0,0,0,0,136.4349546,0,1,1,0,0,0.0,150.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1261,5,935,935,0,187.0,0,157.5,991276.7645,5551.149881,210.1666667,286.0744076,742,742.0,0.0,0,0,0,0,1586.042823,0,1,1,0,0,0.0,157.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,3330,5,935,935,0,187.0,0,168.0,381681.6817,2102.102102,555.0,1066.376106,2711,2711.0,0.0,0,0,0,0,600.6006006,0,1,1,0,0,0.0,168.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1288,5,935,935,0,187.0,0,149.5,958074.5342,5434.782609,214.6666667,300.5752263,788,788.0,0.0,0,0,0,0,1552.795031,0,1,1,0,0,0.0,149.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1177,5,935,935,0,187.0,0,134.0,1022090.059,5947.323704,196.1666667,242.2167762,617,617.0,0.0,0,0,0,0,1699.235344,0,1,1,0,0,0.0,134.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,4930,5,935,935,0,187.0,0,162.0,255375.2535,1419.878296,821.6666667,1708.393358,4297,4297.0,0.0,0,0,0,0,405.6795132,0,1,1,0,0,0.0,162.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1213,5,935,935,0,187.0,0,133.0,990107.1723,5770.816158,202.1666667,249.5831859,644,644.0,0.0,0,0,0,0,1648.804617,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1839,5,935,935,0,187.0,0,156.5,678629.69,3806.416531,306.5,393.5097203,1069,1069.0,0.0,0,0,0,0,1087.54758,0,1,1,0,0,0.0,156.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,33329,5,935,935,0,187.0,0,145.5,36784.78202,210.0273035,5554.833333,13040.19326,32166,32166.0,0.0,0,0,0,0,60.00780101,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1183,5,935,935,0,187.0,0,130.0,1010143.702,5917.159763,197.1666667,245.9564325,647,647.0,0.0,0,0,0,0,1690.617075,0,1,1,0,0,0.0,130.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,16284,5,935,935,0,187.0,0,133.0,73753.37755,429.8698109,2714.0,6354.983997,15683,15683.0,0.0,0,0,0,0,122.819946,0,1,1,0,0,0.0,133.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1077,5,935,935,0,187.0,0,145.5,1138347.261,6499.535747,179.5,212.8480679,544,544.0,0.0,0,0,0,0,1857.010214,0,1,1,0,0,0.0,145.5,0,0,0,0,65535,20,0.0,0,0.0,0
6,1136,5,935,935,0,187.0,0,171.0,1124119.718,6161.971831,189.3333333,231.9781599,593,593.0,0.0,0,0,0,0,1760.56338,0,1,1,0,0,0.0,171.0,0,0,0,0,65535,20,0.0,0,0.0,0
6,1348,5,935,935,0,187.0,0,157.0,926557.8635,5192.878338,224.6666667,298.7605507,786,786.0,0.0,0,0,0,0,1483.679525,0,1,1,0,0,0.0,157.0,0,0,0,0,65535,20,0.0,0,0.0,0
